hcid_ymd,redcap_data_access_group,hcid,wk_start_date,rdtp_u5,rdtp_a5,rdt_u5ntx,rdt_a5ntx,rdt_u5tx,rdt_a5tx,nordt_u5,nordt_a5,used,stk,dia_u5,dia_a5,pneu_u5,pneu_a5,mald_u5,mald_a5,mz_rdtp_u5,mz_rdtp_a5,mz_rdt_u5ntx,mz_rdt_a5ntx,mz_rdt_u5tx,mz_rdt_a5tx,mz_dia_u5,mz_dia_a5,mz_pneu_u5,mz_pneu_a5,mz_mald_u5,mz_mald_a5,weekly_sms_health_center_data_complete
20520141110,2__nchelenge_distr,205,11/10/2014,126,83,72,37,4,6,0,5,318,17,47,36,8,0,,,,,,,,,,,,,,,2
20520141117,2__nchelenge_distr,205,11/17/2014,98,77,52,27,3,2,0,12,254,6,23,6,7,0,,,,,,,,,,,,,,,2
20520141124,2__nchelenge_distr,205,11/24/2014,89,4,37,0,6,0,0,56,130,0,23,18,4,0,,,,,,,,,,,,,,,2
20520141201,2__nchelenge_distr,205,12/1/2014,99,87,84,72,2,0,2,8,342,44,22,16,6,2,,,,,,,,,,,,,,,2
20520141208,2__nchelenge_distr,205,12/8/2014,258,272,91,103,0,0,0,0,724,15,32,17,18,0,,,,,,,,,,,,,,,2
20520141215,2__nchelenge_distr,205,12/15/2014,166,123,92,64,4,3,5,16,445,47,48,39,27,8,,,,,,,,,,,,,,,2
20520141222,2__nchelenge_distr,205,12/22/2014,127,133,56,72,3,2,0,0,388,13,39,24,15,8,,,,,,,,,,,,,,,2
20520141229,2__nchelenge_distr,205,12/29/2014,154,68,62,36,3,0,13,22,320,4,27,32,12,4,,,,,,,,,,,,,,,2
20520150105,2__nchelenge_distr,205,1/5/2015,107,0,5,0,2,0,39,158,112,0,67,42,19,4,,,,,,,,,,,,,,,2
20520150112,2__nchelenge_distr,205,1/12/2015,0,0,0,0,0,0,188,141,0,0,77,34,29,5,,,,,,,,,,,,,,,2
20520150119,2__nchelenge_distr,205,1/19/2015,0,0,0,0,0,0,177,154,0,0,43,39,18,7,,,,,,,,,,,,,,,2
20520150126,2__nchelenge_distr,205,1/26/2015,47,53,51,42,5,2,13,4,193,45,5,12,7,5,,,,,,,,,,,,,,,2
20520150202,2__nchelenge_distr,205,2/2/2015,95,154,110,215,8,10,2,8,574,21,1,6,13,10,,,,,,,,,,,,,,,2
20520150209,2__nchelenge_distr,205,2/9/2015,127,105,75,130,0,0,0,0,437,49,17,9,7,2,,,,,,,,,,,,,,,2
20520150216,2__nchelenge_distr,205,2/16/2015,85,104,83,74,2,4,1,3,346,35,30,8,12,5,,,,,,,,,,,,,,,2
20520150223,2__nchelenge_distr,205,2/23/2015,101,80,94,125,0,0,0,0,400,16,3,0,0,2,,,,,,,,,,,,,,,2
20520150302,2__nchelenge_distr,205,3/2/2015,28,69,38,47,1,5,0,0,182,11,3,5,1,3,,,,,,,,,,,,,,,2
20520150309,2__nchelenge_distr,205,3/9/2015,62,95,51,73,1,5,0,0,281,0,8,10,0,3,,,,,,,,,,,,,,,2
20520150316,2__nchelenge_distr,205,3/16/2015,91,14,12,20,0,0,34,85,137,0,8,16,1,8,,,,,,,,,,,,,,,2
20520150323,2__nchelenge_distr,205,3/23/2015,62,57,83,48,0,0,44,71,250,35,8,15,0,4,,,,,,,,,,,,,,,2
20520150330,2__nchelenge_distr,205,3/30/2015,43,51,28,21,0,0,0,0,143,28,4,8,2,7,,,,,,,,,,,,,,,2
20520150406,2__nchelenge_distr,205,4/6/2015,76,70,64,65,0,0,0,0,275,17,4,5,0,4,,,,,,,,,,,,,,,2
20520150413,2__nchelenge_distr,205,4/13/2015,49,107,45,75,0,0,0,0,276,6,3,6,0,4,,,,,,,,,,,,,,,2
20520150420,2__nchelenge_distr,205,4/20/2015,28,55,45,22,0,0,40,29,150,0,6,10,3,0,,,,,,,,,,,,,,,2
20520150427,2__nchelenge_distr,205,4/27/2015,0,0,0,0,0,0,69,46,0,0,4,10,6,5,,,,,,,,,,,,,,,2
20520150504,2__nchelenge_distr,205,5/4/2015,29,18,89,48,0,0,23,68,184,194,6,9,2,0,,,,,,,,,,,,,,,2
20520150511,2__nchelenge_distr,205,5/11/2015,37,49,81,72,0,0,0,0,239,183,8,11,0,1,,,,,,,,,,,,,,,2
20520150518,2__nchelenge_distr,205,5/18/2015,31,53,64,99,0,0,0,0,247,174,10,6,2,3,,,,,,,,,,,,,,,2
20520150525,2__nchelenge_distr,205,5/25/2015,49,52,40,89,0,0,0,0,230,164,9,0,0,1,,,,,,,,,,,,,,,2
20520150601,2__nchelenge_distr,205,6/1/2015,25,87,27,103,0,0,0,0,242,153,5,11,0,3,,,,,,,,,,,,,,,2
20520150608,2__nchelenge_distr,205,6/8/2015,47,72,30,91,0,0,0,0,240,143,4,6,0,0,,,,,,,,,,,,,,,2
20520150615,2__nchelenge_distr,205,6/15/2015,66,64,41,94,0,0,0,0,265,122,12,3,1,2,,,,,,,,,,,,,,,2
20520150622,2__nchelenge_distr,205,6/22/2015,38,51,27,105,0,0,0,0,221,112,10,8,2,1,,,,,,,,,,,,,,,2
20520150629,2__nchelenge_distr,205,6/29/2015,30,37,37,83,0,0,0,0,187,105,8,4,0,2,,,,,,,,,,,,,,,2
20520150706,2__nchelenge_distr,205,7/6/2015,25,43,32,84,0,0,0,0,184,97,4,3,2,3,,,,,,,,,,,,,,,2
20520150713,2__nchelenge_distr,205,7/13/2015,34,54,44,102,0,0,0,0,234,89,6,8,3,0,,,,,,,,,,,,,,,2
20520150720,2__nchelenge_distr,205,7/20/2015,43,39,37,100,0,0,0,0,219,80,4,5,0,0,,,,,,,,,,,,,,,2
20520150727,2__nchelenge_distr,205,7/27/2015,24,47,26,120,0,0,0,0,217,71,6,5,0,0,,,,,,,,,,,,,,,2
20520150803,2__nchelenge_distr,205,8/3/2015,49,68,56,148,0,0,0,0,321,59,8,4,1,0,,,,,,,,,,,,,,,2
20520150810,2__nchelenge_distr,205,8/10/2015,38,59,46,116,0,0,0,0,259,48,3,6,2,0,,,,,,,,,,,,,,,2
20520150817,2__nchelenge_distr,205,8/17/2015,30,49,35,91,0,0,0,0,205,40,6,8,2,0,,,,,,,,,,,,,,,2
20520150824,2__nchelenge_distr,205,8/24/2015,41,60,31,93,0,0,0,0,225,31,4,10,0,1,,,,,,,,,,,,,,,2
20520150831,2__nchelenge_distr,205,8/31/2015,45,39,24,99,0,0,0,0,207,579,12,8,2,0,,,,,,,,,,,,,,,2
20520150907,2__nchelenge_distr,205,9/7/2015,40,62,64,87,0,0,0,0,253,326,6,11,3,1,,,,,,,,,,,,,,,2
20520150914,2__nchelenge_distr,205,9/14/2015,51,94,32,85,0,0,0,0,262,36,9,7,0,1,,,,,,,,,,,,,,,2
20520150921,2__nchelenge_distr,205,9/21/2015,44,58,53,70,0,0,0,5,225,27,5,10,0,0,,,,,,,,,,,,,,,2
20520150928,2__nchelenge_distr,205,9/28/2015,52,56,29,77,0,0,1,4,214,18,8,11,0,0,,,,,,,,,,,,,,,2
20520151005,2__nchelenge_distr,205,10/5/2015,71,67,45,81,0,0,0,0,264,7,7,9,0,1,,,,,,,,,,,,,,,2
20520151012,2__nchelenge_distr,205,10/12/2015,65,79,59,68,0,0,0,0,271,97,12,15,0,0,,,,,,,,,,,,,,,2
20520151019,2__nchelenge_distr,205,10/19/2015,59,88,37,45,2,0,0,0,229,87,10,12,0,0,,,,,,,,,,,,,,,2
20520151026,2__nchelenge_distr,205,10/26/2015,63,99,42,71,0,0,0,0,275,76,8,14,0,0,,,,,,,,,,,,,,,2
20520151102,2__nchelenge_distr,205,11/2/2015,73,91,52,89,0,0,0,0,305,64,13,5,0,1,,,,,,,,,,,,,,,2
20520151109,2__nchelenge_distr,205,11/9/2015,96,98,57,74,0,0,0,0,325,51,11,7,1,1,,,,,,,,,,,,,,,2
20520151116,2__nchelenge_distr,205,11/16/2015,63,66,29,54,0,0,0,0,212,43,8,14,0,1,,,,,,,,,,,,,,,2
20520151123,2__nchelenge_distr,205,11/23/2015,59,82,38,77,0,0,0,0,256,32,12,7,0,0,,,,,,,,,,,,,,,2
20520151130,2__nchelenge_distr,205,11/30/2015,33,53,21,72,0,0,0,0,179,25,15,10,0,0,,,,,,,,,,,,,,,2
20520151207,2__nchelenge_distr,205,12/7/2015,27,40,30,60,0,0,0,0,157,19,6,10,0,0,,,,,,,,,,,,,,,2
20520151214,2__nchelenge_distr,205,12/14/2015,22,45,48,75,0,0,0,0,190,298,6,12,0,0,,,,,,,,,,,,,,,2
20520151221,2__nchelenge_distr,205,12/21/2015,20,39,35,66,0,0,0,0,160,138,7,5,0,0,,,,,,,,,,,,,,,2
20520151228,2__nchelenge_distr,205,12/28/2015,17,18,21,46,0,0,0,0,102,36,6,4,0,0,,,,,,,,,,,,,,,2
20520160104,2__nchelenge_distr,205,1/4/2016,44,37,50,98,0,0,0,0,229,344,4,8,1,0,,,,,,,,,,,,,,,2
20520160111,2__nchelenge_distr,205,1/11/2016,33,32,31,81,0,0,0,0,177,51,49,5,0,0,,,,,,,,,,,,,,,2
20520160118,2__nchelenge_distr,205,1/18/2016,32,41,40,71,0,0,0,0,184,44,13,8,0,0,,,,,,,,,,,,,,,2
20520160125,2__nchelenge_distr,205,1/25/2016,41,57,57,112,0,0,0,0,267,33,15,11,0,1,,,,,,,,,,,,,,,2
20520160201,2__nchelenge_distr,205,2/1/2016,42,66,39,96,0,0,0,0,243,598,6,0,1,0,,,,,,,,,,,,,,,2
20520160208,2__nchelenge_distr,205,2/8/2016,36,38,45,74,0,0,0,0,193,405,8,4,0,0,,,,,,,,,,,,,,,2
20520160215,2__nchelenge_distr,205,2/15/2016,24,41,50,53,0,0,0,0,168,212,14,6,0,1,,,,,,,,,,,,,,,2
20520160222,2__nchelenge_distr,205,2/22/2016,36,40,48,88,0,0,0,0,212,0,12,8,0,0,,,,,,,,,,,,,,,2
20520160229,2__nchelenge_distr,205,2/29/2016,0,0,0,0,0,0,37,36,0,0,10,11,0,0,,,,,,,,,,,,,,,2
20520160307,2__nchelenge_distr,205,3/7/2016,0,0,0,0,0,0,15,9,0,0,12,3,0,0,,,,,,,,,,,,,,,2
20520160314,2__nchelenge_distr,205,3/14/2016,31,42,47,48,0,0,0,0,168,132,8,7,0,1,,,,,,,,,,,,,,,2
20520160321,2__nchelenge_distr,205,3/21/2016,28,41,39,48,0,0,0,0,156,34,10,3,0,1,,,,,,,,,,,,,,,2
20520160328,2__nchelenge_distr,205,3/28/2016,12,4,11,5,0,0,18,15,32,0,15,7,5,0,,,,,,,,,,,,,,,2
20520160404,2__nchelenge_distr,205,4/4/2016,0,0,0,0,0,0,42,35,0,0,18,9,1,0,,,,,,,,,,,,,,,2
20520160411,2__nchelenge_distr,205,4/11/2016,0,0,0,0,0,0,31,18,0,0,16,5,0,0,,,,,,,,,,,,,,,2
20520160418,2__nchelenge_distr,205,4/18/2016,0,0,0,0,0,0,46,36,0,0,12,8,3,1,,,,,,,,,,,,,,,2
20520160425,2__nchelenge_distr,205,4/25/2016,0,0,0,0,0,0,56,41,0,0,17,5,1,0,,,,,,,,,,,,,,,2
20520160502,2__nchelenge_distr,205,5/2/2016,0,0,0,0,0,0,36,29,0,0,15,9,2,1,,,,,,,,,,,,,,,2
20520160509,2__nchelenge_distr,205,5/9/2016,0,0,0,0,0,0,48,41,0,0,14,6,0,2,,,,,,,,,,,,,,,2
20520160516,2__nchelenge_distr,205,5/16/2016,0,0,0,0,0,0,31,15,0,0,22,11,1,0,,,,,,,,,,,,,,,2
20520160523,2__nchelenge_distr,205,5/23/2016,0,0,0,0,0,0,35,19,0,0,16,6,0,0,,,,,,,,,,,,,,,2
20520160530,2__nchelenge_distr,205,5/30/2016,0,0,0,0,0,0,32,15,0,0,13,8,5,2,,,,,,,,,,,,,,,2
20520160606,2__nchelenge_distr,205,6/6/2016,0,0,0,0,0,0,25,10,0,0,9,6,0,0,,,,,,,,,,,,,,,2
20520160613,2__nchelenge_distr,205,6/13/2016,0,0,0,0,0,0,39,21,0,0,15,8,1,0,,,,,,,,,,,,,,,2
20520160620,2__nchelenge_distr,205,6/20/2016,0,0,0,0,0,0,35,16,0,0,13,6,2,0,,,,,,,,,,,,,,,2
20520160627,2__nchelenge_distr,205,6/27/2016,0,0,0,0,0,0,15,6,0,0,4,0,0,0,,,,,,,,,,,,,,,2
20520160704,2__nchelenge_distr,205,7/4/2016,0,0,0,0,0,0,41,23,0,0,9,6,3,0,,,,,,,,,,,,,,,2
20520160711,2__nchelenge_distr,205,7/11/2016,0,0,0,0,0,0,24,16,0,0,11,4,2,0,,,,,,,,,,,,,,,2
20520160718,2__nchelenge_distr,205,7/18/2016,0,0,0,0,0,0,31,14,0,0,7,0,1,1,,,,,,,,,,,,,,,2
20520160725,2__nchelenge_distr,205,7/25/2016,0,0,0,0,0,0,21,15,0,0,12,4,0,0,,,,,,,,,,,,,,,2
20520160801,2__nchelenge_distr,205,8/1/2016,0,0,0,0,0,0,29,13,0,0,10,8,1,0,,,,,,,,,,,,,,,2
20520160808,2__nchelenge_distr,205,8/8/2016,0,0,0,0,0,0,18,11,0,0,5,4,0,0,,,,,,,,,,,,,,,2
20520160815,2__nchelenge_distr,205,8/15/2016,0,0,0,0,0,0,25,18,0,0,5,2,0,0,,,,,,,,,,,,,,,2
20520160822,2__nchelenge_distr,205,8/22/2016,0,0,0,0,0,0,31,15,0,0,12,9,2,0,,,,,,,,,,,,,,,2
20520160829,2__nchelenge_distr,205,8/29/2016,0,0,0,0,0,0,18,10,0,0,15,6,0,0,,,,,,,,,,,,,,,2
20520160905,2__nchelenge_distr,205,9/5/2016,0,0,0,0,0,0,24,15,0,0,6,2,0,1,,,,,,,,,,,,,,,2
20520160912,2__nchelenge_distr,205,9/12/2016,0,0,0,0,0,0,18,10,0,0,11,6,0,0,,,,,,,,,,,,,,,2
20520160919,2__nchelenge_distr,205,9/19/2016,0,0,0,0,0,0,20,15,0,0,15,12,1,0,,,,,,,,,,,,,,,2
20520160926,2__nchelenge_distr,205,9/26/2016,0,0,0,0,0,0,15,12,0,70,8,6,0,0,,,,,,,,,,,,,,,2
20520161003,2__nchelenge_distr,205,10/3/2016,45,18,6,5,0,0,0,0,74,67,4,0,0,0,,,,,,,,,,,,,,,2
20520161010,2__nchelenge_distr,205,10/10/2016,139,89,41,51,0,0,0,0,320,54,12,10,0,1,,,,,,,,,,,,,,,2
20520161017,2__nchelenge_distr,205,10/17/2016,94,59,17,27,0,0,0,0,197,46,8,4,0,0,,,,,,,,,,,,,,,2
20520161024,2__nchelenge_distr,205,10/24/2016,68,27,44,20,0,0,0,0,159,39,10,7,0,0,,,,,,,,,,,,,,,2
20520161031,2__nchelenge_distr,205,10/31/2016,80,34,18,19,0,0,0,0,151,846,5,9,0,0,,,,,,,,,,,,,,,2
20520161107,2__nchelenge_distr,205,11/7/2016,94,51,63,44,0,0,0,0,252,594,18,7,0,0,,,,,,,,,,,,,,,2
20520161114,2__nchelenge_distr,205,11/14/2016,60,42,84,31,0,0,0,0,217,377,14,8,1,0,,,,,,,,,,,,,,,2
20520161121,2__nchelenge_distr,205,11/21/2016,74,34,69,38,0,0,0,0,215,162,6,4,0,0,,,,,,,,,,,,,,,2
20520161128,2__nchelenge_distr,205,11/28/2016,48,40,20,54,0,0,0,0,162,0,7,3,0,0,,,,,,,,,,,,,,,2
20520161205,2__nchelenge_distr,205,12/5/2016,0,0,0,0,0,0,66,52,0,0,12,8,1,0,,,,,,,,,,,,,,,2
20520161212,2__nchelenge_distr,205,12/12/2016,15,8,11,4,0,0,30,18,38,962,18,10,0,0,,,,,,,,,,,,,,,2
20520161219,2__nchelenge_distr,205,12/19/2016,57,32,32,22,0,0,0,0,143,812,14,5,0,0,,,,,,,,,,,,,,,2
20520161226,2__nchelenge_distr,205,12/26/2016,50,22,34,15,0,0,0,0,121,691,11,7,1,0,,,,,,,,,,,,,,,2
20520170102,2__nchelenge_distr,205,1/2/2017,46,36,24,42,0,0,0,0,148,540,18,4,0,0,,,,,,,,,,,,,,,2
20520170109,2__nchelenge_distr,205,1/9/2017,54,34,61,49,0,0,0,0,198,348,11,7,0,0,,,,,,,,,,,,,,,2
20520170116,2__nchelenge_distr,205,1/16/2017,61,61,38,26,0,0,0,0,186,162,18,10,0,1,,,,,,,,,,,,,,,2
20520170123,2__nchelenge_distr,205,1/23/2017,57,24,50,15,0,0,0,0,146,257,11,7,0,0,,,,,,,,,,,,,,,2
20520170130,2__nchelenge_distr,205,1/30/2017,40,61,44,42,0,0,0,0,187,249,14,16,0,0,,,,,,,,,,,,,,,2
20520170206,2__nchelenge_distr,205,2/6/2017,69,63,48,82,0,0,0,0,262,239,21,14,1,0,,,,,,,,,,,,,,,2
20520170213,2__nchelenge_distr,205,2/13/2017,37,47,31,62,0,0,0,0,177,231,19,20,1,1,,,,,,,,,,,,,,,2
20520170220,2__nchelenge_distr,205,2/20/2017,36,46,39,94,0,0,0,0,215,223,14,24,0,0,,,,,,,,,,,,,,,2
20520170227,2__nchelenge_distr,205,2/27/2017,60,41,18,70,0,0,0,0,189,215,8,14,2,0,,,,,,,,,,,,,,,2
20520170306,2__nchelenge_distr,205,3/6/2017,44,41,10,67,0,0,0,0,162,209,15,10,0,0,,,,,,,,,,,,,,,2
20620120423,2__nchelenge_distr,206,4/23/2012,22,14,6,16,3,6,252,231,67,32,9,1,2,0,,,,,,,,,,,,,,,2
20620120430,2__nchelenge_distr,206,4/30/2012,44,97,16,56,5,12,0,0,230,22,7,1,2,0,,,,,,,,,,,,,,,2
20620120507,2__nchelenge_distr,206,5/7/2012,50,89,9,79,8,17,0,0,252,120,9,3,6,0,,,,,,,,,,,,,,,2
20620120514,2__nchelenge_distr,206,5/14/2012,40,71,16,92,4,9,0,0,232,11,5,4,9,2,,,,,,,,,,,,,,,2
20620120521,2__nchelenge_distr,206,5/21/2012,27,80,24,99,2,11,0,0,243,101,2,0,0,0,,,,,,,,,,,,,,,2
20620120528,2__nchelenge_distr,206,5/28/2012,13,89,17,106,0,4,0,0,229,62,6,0,3,0,,,,,,,,,,,,,,,2
20620120604,2__nchelenge_distr,206,6/4/2012,42,55,14,112,4,2,0,0,229,53,12,3,7,2,,,,,,,,,,,,,,,2
20620120611,2__nchelenge_distr,206,6/11/2012,35,64,22,119,2,5,0,0,247,43,8,0,1,5,,,,,,,,,,,,,,,2
20620120618,2__nchelenge_distr,206,6/18/2012,49,59,26,132,5,2,0,0,273,32,5,2,3,2,,,,,,,,,,,,,,,2
20620120625,2__nchelenge_distr,206,6/25/2012,12,40,8,67,2,5,0,0,134,26,7,0,7,1,,,,,,,,,,,,,,,2
20620120702,2__nchelenge_distr,206,7/2/2012,3,32,9,86,0,3,0,0,133,21,9,0,4,0,,,,,,,,,,,,,,,2
20620120709,2__nchelenge_distr,206,7/9/2012,7,39,12,91,2,5,0,0,156,32,4,0,0,1,,,,,,,,,,,,,,,2
20620120716,2__nchelenge_distr,206,7/16/2012,9,42,11,60,2,5,0,0,127,26,0,0,4,0,,,,,,,,,,,,,,,2
20620120723,2__nchelenge_distr,206,7/23/2012,10,37,12,60,4,3,0,0,126,20,0,0,2,1,,,,,,,,,,,,,,,2
20620120730,2__nchelenge_distr,206,7/30/2012,11,32,9,54,1,0,0,0,107,15,2,0,0,0,,,,,,,,,,,,,,,2
20620120806,2__nchelenge_distr,206,8/6/2012,4,43,9,68,4,6,0,0,134,42,4,0,2,0,,,,,,,,,,,,,,,2
20620120813,2__nchelenge_distr,206,8/13/2012,7,37,11,81,0,8,0,0,136,36,4,8,0,0,,,,,,,,,,,,,,,2
20620120820,2__nchelenge_distr,206,8/20/2012,25,43,15,71,3,4,0,0,161,52,5,2,1,4,,,,,,,,,,,,,,,2
20620120827,2__nchelenge_distr,206,8/27/2012,23,46,19,68,1,6,0,0,163,45,3,0,3,2,,,,,,,,,,,,,,,2
20620120903,2__nchelenge_distr,206,9/3/2012,21,48,29,76,0,2,0,0,176,37,0,2,1,0,,,,,,,,,,,,,,,2
20620120910,2__nchelenge_distr,206,9/10/2012,17,51,24,69,1,5,0,0,177,30,3,0,0,0,,,,,,,,,,,,,,,2
20620120917,2__nchelenge_distr,206,9/17/2012,34,40,26,70,1,3,0,0,174,23,0,0,0,0,,,,,,,,,,,,,,,2
20620120924,2__nchelenge_distr,206,9/24/2012,30,36,19,74,0,2,0,0,161,16,3,0,1,0,,,,,,,,,,,,,,,2
20620121001,2__nchelenge_distr,206,10/1/2012,6,34,10,61,0,0,0,0,111,11,0,0,0,0,,,,,,,,,,,,,,,2
20620121008,2__nchelenge_distr,206,10/8/2012,8,32,13,58,0,0,0,0,111,6,2,0,1,0,,,,,,,,,,,,,,,2
20620121015,2__nchelenge_distr,206,10/15/2012,10,37,11,61,0,3,0,0,122,20,3,0,0,0,,,,,,,,,,,,,,,2
20620121022,2__nchelenge_distr,206,10/22/2012,17,63,14,66,2,5,0,0,167,13,4,0,0,0,,,,,,,,,,,,,,,2
20620121029,2__nchelenge_distr,206,10/29/2012,31,49,11,132,0,0,0,0,223,11,2,0,0,0,,,,,,,,,,,,,,,2
20620121105,2__nchelenge_distr,206,11/5/2012,29,58,12,102,0,0,0,0,201,3,0,0,0,0,,,,,,,,,,,,,,,2
20620121112,2__nchelenge_distr,206,11/12/2012,16,32,9,65,1,4,0,0,127,13,0,0,0,0,,,,,,,,,,,,,,,2
20620121119,2__nchelenge_distr,206,11/19/2012,19,41,12,76,0,2,0,0,150,7,0,0,0,0,,,,,,,,,,,,,,,2
20620121126,2__nchelenge_distr,206,11/26/2012,9,5,6,2,0,0,0,0,22,6,0,0,0,0,,,,,,,,,,,,,,,2
20620121203,2__nchelenge_distr,206,12/3/2012,12,48,9,52,2,5,0,0,128,0,6,0,1,0,,,,,,,,,,,,,,,2
20620121210,2__nchelenge_distr,206,12/10/2012,0,0,0,0,0,0,21,98,0,0,4,0,2,0,,,,,,,,,,,,,,,2
20620121217,2__nchelenge_distr,206,12/17/2012,0,0,0,0,0,0,19,114,0,0,7,0,4,1,,,,,,,,,,,,,,,2
20620121224,2__nchelenge_distr,206,12/24/2012,3,12,11,23,1,0,17,12,50,6,2,0,1,0,,,,,,,,,,,,,,,2
20620121231,2__nchelenge_distr,206,12/31/2012,16,51,10,79,3,1,5,9,160,0,4,1,0,0,,,,,,,,,,,,,,,2
20620130107,2__nchelenge_distr,206,1/7/2013,0,0,0,0,0,0,87,121,0,0,2,3,0,0,,,,,,,,,,,,,,,2
20620130114,2__nchelenge_distr,206,1/14/2013,0,0,0,0,0,0,93,148,0,0,4,0,0,0,,,,,,,,,,,,,,,2
20620130121,2__nchelenge_distr,206,1/21/2013,0,0,0,0,0,0,52,126,0,0,3,2,0,0,,,,,,,,,,,,,,,2
20620130128,2__nchelenge_distr,206,1/28/2013,0,0,0,0,0,0,67,142,0,0,0,4,0,0,,,,,,,,,,,,,,,2
20620130204,2__nchelenge_distr,206,2/4/2013,0,0,0,0,0,0,59,153,0,0,5,1,3,0,,,,,,,,,,,,,,,2
20620130211,2__nchelenge_distr,206,2/11/2013,0,0,0,0,0,0,43,131,0,0,0,0,0,0,,,,,,,,,,,,,,,2
20620130218,2__nchelenge_distr,206,2/18/2013,0,0,0,0,0,0,41,127,0,0,6,0,2,0,,,,,,,,,,,,,,,2
20620130225,2__nchelenge_distr,206,2/25/2013,0,0,0,0,0,0,68,124,0,0,3,0,1,0,,,,,,,,,,,,,,,2
20620130304,2__nchelenge_distr,206,3/4/2013,0,0,0,0,0,0,61,131,0,0,1,2,0,0,,,,,,,,,,,,,,,2
20620130311,2__nchelenge_distr,206,3/11/2013,3,4,26,26,0,0,28,84,59,73,48,22,8,6,,,,,,,,,,,,,,,2
20620130318,2__nchelenge_distr,206,3/18/2013,18,12,32,29,0,0,12,27,91,2,63,28,12,9,,,,,,,,,,,,,,,2
20620130325,2__nchelenge_distr,206,3/25/2013,11,9,17,22,0,0,29,63,59,0,51,27,13,6,,,,,,,,,,,,,,,2
20620130401,2__nchelenge_distr,206,4/1/2013,0,0,0,0,0,0,51,113,0,0,58,29,16,12,,,,,,,,,,,,,,,2
20620130408,2__nchelenge_distr,206,4/8/2013,0,0,0,0,0,0,57,102,0,0,43,21,18,9,,,,,,,,,,,,,,,2
20620130415,2__nchelenge_distr,206,4/15/2013,35,74,31,78,0,0,0,0,218,5,32,17,25,6,,,,,,,,,,,,,,,2
20620130422,2__nchelenge_distr,206,4/22/2013,21,43,23,24,0,0,18,24,11,0,21,13,29,11,,,,,,,,,,,,,,,2
20620130429,2__nchelenge_distr,206,4/29/2013,0,0,0,0,0,0,48,83,0,0,25,7,24,6,,,,,,,,,,,,,,,2
20620130506,2__nchelenge_distr,206,5/6/2013,0,0,0,0,0,0,42,74,0,0,21,8,10,7,,,,,,,,,,,,,,,2
20620130513,2__nchelenge_distr,206,5/13/2013,21,58,38,82,0,0,0,0,199,801,13,5,26,7,,,,,,,,,,,,,,,2
20620130520,2__nchelenge_distr,206,5/20/2013,18,54,41,73,0,0,0,0,186,25,17,7,28,5,,,,,,,,,,,,,,,2
20620130527,2__nchelenge_distr,206,5/27/2013,15,58,39,71,1,0,0,0,184,42,13,8,26,2,,,,,,,,,,,,,,,2
20620130603,2__nchelenge_distr,206,6/3/2013,12,53,42,67,0,0,0,0,184,12,17,9,24,5,,,,,,,,,,,,,,,2
20620130610,2__nchelenge_distr,206,6/10/2013,9,47,32,59,0,0,0,0,147,4,7,13,2,5,,,,,,,,,,,,,,,2
20620130617,2__nchelenge_distr,206,6/17/2013,11,32,43,63,0,0,0,0,149,18,17,10,31,13,,,,,,,,,,,,,,,2
20620130624,2__nchelenge_distr,206,6/24/2013,15,33,41,53,0,0,0,0,142,8,14,12,33,9,,,,,,,,,,,,,,,2
20620130701,2__nchelenge_distr,206,7/1/2013,15,35,47,58,0,0,0,0,155,3,15,12,34,8,,,,,,,,,,,,,,,2
20620130708,2__nchelenge_distr,206,7/8/2013,12,37,37,51,0,0,0,0,137,2,12,9,29,8,,,,,,,,,,,,,,,2
20620130715,2__nchelenge_distr,206,7/15/2013,16,38,41,47,0,0,0,0,142,16,10,11,23,6,,,,,,,,,,,,,,,2
20620130722,2__nchelenge_distr,206,7/22/2013,21,36,53,51,0,0,0,0,161,10,13,9,16,4,,,,,,,,,,,,,,,2
20620130729,2__nchelenge_distr,206,7/29/2013,26,37,59,53,0,0,0,0,175,3,16,7,12,5,,,,,,,,,,,,,,,2
20620130805,2__nchelenge_distr,206,8/5/2013,29,33,43,51,0,0,0,0,156,37,18,8,10,6,,,,,,,,,,,,,,,2
20620130812,2__nchelenge_distr,206,8/12/2013,23,35,52,49,0,0,0,0,159,30,17,7,15,6,,,,,,,,,,,,,,,2
20620130819,2__nchelenge_distr,206,8/19/2013,27,33,47,43,0,0,0,0,150,25,21,9,12,4,,,,,,,,,,,,,,,2
20620130826,2__nchelenge_distr,206,8/26/2013,23,41,57,69,0,0,0,0,190,17,17,11,9,5,,,,,,,,,,,,,,,2
20620130902,2__nchelenge_distr,206,9/2/2013,31,43,61,66,0,0,0,0,201,9,23,13,7,4,,,,,,,,,,,,,,,2
20620130909,2__nchelenge_distr,206,9/9/2013,27,39,59,61,0,0,0,0,186,30,15,13,10,7,,,,,,,,,,,,,,,2
20620130916,2__nchelenge_distr,206,9/16/2013,38,36,64,59,0,0,0,0,179,34,18,12,7,5,,,,,,,,,,,,,,,2
20620130923,2__nchelenge_distr,206,9/23/2013,32,31,69,47,0,0,0,0,179,27,16,9,6,6,,,,,,,,,,,,,,,2
20620130930,2__nchelenge_distr,206,9/30/2013,26,29,62,52,0,0,0,0,169,20,17,7,8,5,,,,,,,,,,,,,,,2
